window_start_pt,hours_since_quake,n_rows,n_od_pairs_nonnull,n_with_n_crisis,dist_p50_km,dist_p90_km,dist_p99_km,n_baseline_p50,n_baseline_p90,n_baseline_p99,n_crisis_p50,n_crisis_p90,n_crisis_p99
2023-04-26 16:00:00,1920.0,32931,32931,29646,1.906031160720671,7.7098165146789635,17.24286298795513,21.0,140.83333333333334,1584.6133333333285,20.0,138.0,1646.7499999999964
2023-04-27 08:00:00,1936.0,53384,53384,50760,2.758779493716176,11.658354881992,25.723037601051374,21.571428571428573,117.42857142857144,1505.5028571428504,20.0,106.0,1413.2299999999886
2023-04-27 16:00:00,1944.0,32720,32720,29492,1.897560751716457,7.691095118923545,17.265670919414525,21.0,142.71428571428572,1601.8495566698261,20.0,141.0,1675.0900000000001
2023-04-28 08:00:00,1960.0,52784,52784,50144,2.7581424341910306,11.622707430976815,25.902043208448543,21.428571428571427,117.85714285714286,1514.4514285714279,20.0,105.0,1329.7099999999991
2023-04-28 16:00:00,1968.0,27752,27752,25312,1.842419909871828,5.867711604083756,15.350035117765843,21.285714285714285,190.99590458446303,1762.7665547892748,20.0,172.0,1748.5599999999977
2023-04-29 08:00:00,1984.0,46481,46481,44105,2.6052470677472512,9.631591373674784,23.963512571489552,21.714285714285715,137.0,1865.1714285714363,20.0,113.0,1642.9199999999983
2023-04-29 16:00:00,1992.0,22461,22461,21213,0.0,3.907355615377023,11.590176485200214,23.0,293.3714285714286,1987.1480661406015,21.0,227.79999999999927,1887.9600000000173
2023-04-30 08:00:00,2008.0,37738,37738,36036,1.870882270575844,6.947896805990186,20.803224953416613,22.33333333333333,195.93333333333368,2558.0933333333314,20.0,143.0,2139.300000000003
2023-04-30 16:00:00,2016.0,31633,31633,24670,1.8720357602207016,7.46413768427284,16.353755380876702,21.0,140.66666666666666,1576.5,20.0,187.0,1843.6200000000026
2023-05-01 08:00:00,2032.0,49743,49743,42132,2.6725238670485045,10.792962046393763,24.30034960273764,21.5,118.0,1513.7216666666645,20.0,125.0,1805.0
2023-05-01 16:00:00,2040.0,33369,33369,29816,1.9087738941937256,7.744261034335275,17.383531786797107,20.83333333333333,140.16666666666666,1594.575,20.0,139.0,1701.2499999999927
2023-05-02 08:00:00,2056.0,53954,53954,51372,3.677412612676396,11.810611566393062,26.166034561611895,21.5,116.66666666666669,1502.4900000000005,20.0,105.0,1304.0
2023-05-02 16:00:00,2064.0,33394,33394,30054,1.9092308006571912,7.781382459369713,17.397493142346377,21.0,140.66666666666666,1581.1166666666675,20.0,138.0,1646.0
2023-05-03 08:00:00,2080.0,53978,53978,51362,2.7958431452086225,11.79724262509635,25.81335327107961,21.5,117.0,1502.2183333333317,20.0,103.0,1303.3899999999994
2023-05-03 16:00:00,2088.0,33548,33548,30428,1.9084311620358925,7.7423615551410725,17.587489363743867,21.0,140.83333333333334,1584.6133333333285,20.0,137.0,1623.7299999999996
2023-05-04 08:00:00,2104.0,53748,53748,51213,2.767686492585149,11.744956281331412,26.06577894328883,21.571428571428573,117.42857142857144,1505.5028571428504,20.0,105.0,1337.0
2023-05-04 16:00:00,2112.0,33298,33298,30255,1.9064884362033148,7.720502973429646,17.48546134132215,21.0,142.71428571428572,1601.8495566698261,20.0,137.0,1626.219999999994
2023-05-05 08:00:00,2128.0,53463,53463,51022,2.7638719314774627,11.661289210550159,25.942573613900382,21.428571428571427,117.85714285714286,1514.4514285714279,20.0,105.0,1323.5800000000017
2023-05-05 16:00:00,2136.0,28329,28329,26102,1.8431159292977304,5.91916729033067,15.28069428000742,21.285714285714285,190.99590458446303,1762.7665547892748,20.0,170.0,1764.979999999996
2023-05-06 08:00:00,2152.0,46579,46579,44347,2.6052470677472512,9.64067698214407,23.493385642404498,21.714285714285715,137.0,1865.1714285714363,20.0,114.0,1674.5400000000009
2023-05-06 16:00:00,2160.0,22778,22778,21635,0.0,3.9373168986526386,12.236706304837869,23.0,293.3714285714286,1987.1480661406015,21.0,223.0,1875.6399999999994
2023-05-07 08:00:00,2176.0,37083,37083,35246,1.8658035006836875,6.75304708020076,20.508423644777118,22.33333333333333,195.93333333333368,2558.0933333333314,20.0,148.0,2247.3000000000175
2023-05-07 16:00:00,2184.0,33107,33107,29858,1.9071742155382083,7.796044401296183,17.42060084815349,21.0,140.66666666666666,1576.5,20.0,139.0,1657.5800000000017
2023-05-08 08:00:00,2200.0,54153,54153,51559,2.7873276696307863,11.80021388519919,25.88344338455977,21.5,118.0,1513.7216666666645,20.0,105.0,1328.4199999999983
2023-05-08 16:00:00,2208.0,33562,33562,30290,1.9119709284588162,7.816510515363715,17.70569006246572,20.83333333333333,140.16666666666666,1594.575,20.0,139.0,1636.770000000004
2023-05-09 08:00:00,2224.0,54161,54161,51575,2.7759370613545054,11.79575707017582,25.875863941970124,21.5,116.66666666666669,1502.4900000000005,20.0,105.0,1328.780000000006
2023-05-09 16:00:00,2232.0,33765,33765,30715,1.9119709284589548,7.811111051662412,17.398601683317473,21.0,140.66666666666666,1581.1166666666675,20.0,136.60000000000218,1632.300000000003
